artist,album,track,overall loudness,spectral energy,dissonance,pitch salience,tempo,beat loudness,danceability,tuning frequency,valence,arousal,aggressive,happy,party,relaxed,sad,acoustic,electric,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
All Get Out,Movement,Orchestra,-7.51848840714,0.0335611961782,0.477819263935,0.521344363689,137.670623779,0.0418823771179,1.23491513729,434.193115234,4.4509584,4.0461402,0.6429463799999999,0.007786357,0.961184,0.32276923,0.8548537700000001,0.0427665355,0.924889665,0.17097480799999998,0.4503421,270,58.56,98.55,90,72.45,270,13.33,91.11,72.96,53.7,18.52,13.7,2.96,6.67,3.33,0,0.74,4.81,14.81,8.15,0,15.19,9.26,5.56,3.33,0.37,21.11,8.15,3.7,11.48,10,1.48,0,12.96,2.96,10,1.48,1.11,1.11,0.74,1.11,4.44,0,4.81,4.07,0.74,1.11,1.11,0,0,0,0,0,18.89,4.81,0.37,0,0,0,1.11,14.07,2.96,0,0,1.11,0,0,0,0,3.33,1.11,0.37,0.74,0.37,0.74,7.41,2.22,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,8.15,13.33,1.48,2.59,9.63,1.48,0,0,5.19,5.19,4.81,4.44,0.37,0,0.37,0,0,11.11,0,4.81,0,0,6.3,0,0
All Get Out,Movement,Sans,-6.88775634766,0.0316460244358,0.472856968641,0.538471877575,129.705535889,0.0367717631161,0.952158510685,434.193115234,4.3995377,4.0971517,0.62412743,0.0072452869999999996,0.9733833949999999,0.24276796,0.83484072,0.057997025,0.919113395,0.138842535,0.4418524,223,35.32,50.75,96.05,15.24,223,11.21,94.62,73.99,53.81,19.73,14.8,7.62,0.45,5.83,0.45,0.45,4.93,13.9,6.28,0,13,9.42,4.93,3.59,3.14,22.87,8.97,3.14,3.14,1.79,0,1.35,12.11,3.14,8.97,3.14,0.45,0.9,2.24,0.45,3.59,0,8.52,4.04,4.48,4.48,2.24,2.24,0,0.45,0.9,0,20.63,10.31,1.79,0,0.9,1.35,3.59,9.87,0.9,0,1.35,0.9,0,0,0,0,3.14,0.45,0.45,0,0.9,1.35,4.04,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.45,1.79,9.87,12.11,0.9,3.14,7.17,1.79,0.45,0,4.48,0.9,9.87,1.35,0.45,0,0.45,0,0,17.04,0,9.42,0,0,7.62,0,0
All Get Out,No Bouquet,Archives,-11.0920333862,0.0239807460457,0.475812166929,0.542695403099,162.923934937,0.0332834795117,1.02745056152,441.272583008,4.3784719999999995,4.452255466666666,0.511444045,0.0053251800000000005,0.98072337,0.2582096475,0.7318754000000001,0.0631355215,0.915726005,0.224548625,0.46747628,298,5.28,74.49,99,16.41,298,9.06,91.61,83.89,65.44,24.83,21.48,10.4,0.34,8.05,0,2.68,3.36,14.09,5.03,1.01,10.4,12.08,9.73,5.03,1.68,24.5,8.72,4.7,2.01,0.34,1.01,0.67,14.09,3.02,11.07,5.03,0.34,2.68,3.36,0,2.01,0,5.03,2.35,2.68,3.02,1.01,2.01,1.34,0,0,0,14.09,1.68,0,0,0,0,0.67,11.74,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.34,2.01,1.01,0.34,0,0,0,0,0.34,0.67,0,0,0,0.67,0.34,0,0,0,1.68,11.41,13.76,1.01,2.68,9.73,1.01,0,1.34,5.03,2.68,8.72,1.01,0,0,0,0,0,7.38,0,0.34,0,0,7.05,0,0
All Get Out,No Bouquet,First Contact,-11.3135957718,0.0314207859337,0.470281779766,0.526317715645,146.967666626,0.0371127314866,1.04813444614,438.477722168,4.2299374,4.2658768,0.53695086,0.003663133,0.99167475,0.147804025,0.764575425,0.095071338,0.89549027,0.12144443499999999,0.47115687,235,29.06,16.94,91.07,4.04,235,8.09,91.49,83.83,64.68,14.47,11.91,8.09,0.85,2.98,0,0,2.55,17.02,8.09,0.43,11.49,13.19,6.38,5.96,3.4,24.26,5.96,6.81,1.28,0.85,0,0.43,21.7,5.11,16.6,2.13,0.43,7.23,3.83,2.13,1.28,0.85,5.53,1.7,3.83,3.83,0.43,3.4,0,2.13,0.43,0,4.68,0.43,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,1.28,0,1.28,0,0,0,1.7,0,0,0,0,0,0,0.43,0,0,2.13,0,0.85,0.43,0,0,0,0,7.66,13.19,0,3.4,8.51,0.43,0,0.85,9.36,2.55,8.94,0,0.43,0,0.43,0,0,4.68,0,0,0,0,4.68,0,0
All Get Out,No Bouquet,God Damn,-10.7383460999,0.0268070939928,0.480492979288,0.541727900505,155.626480103,0.0309217907488,1.02254831791,442.548919678,4.436091766666667,4.337449033333333,0.5625872749999999,0.0043355975,0.99024687,0.226749455,0.76220803,0.069558396,0.88915883,0.13333020499999998,0.46959314,249,1,35.46,96.48,70.72,124.5,11.24,93.17,82.73,65.06,28.11,20.88,10.84,0.4,9.64,0,0,7.23,11.65,3.21,0,7.63,12.05,8.43,8.03,4.82,26.1,5.22,2.41,3.61,1.61,0.8,1.2,17.67,3.21,14.46,4.02,0.4,4.02,4.42,0,5.22,0,6.02,4.42,1.2,2.81,2.41,0.4,0,0,0,0.4,17.27,6.83,0,0,0,0,3.61,10.44,0,0,0,0,0,0,0,0,1.2,0.4,0,0,0,0.8,1.61,0.4,0,0,0,0,0,0,0,2.01,1.61,0,0.4,0.4,0,0,0.4,0,11.65,11.65,1.2,1.2,6.43,1.61,0,2.01,4.42,4.42,10.04,4.42,0.8,0.4,0.4,0,0,6.83,0,0.4,0.4,0,6.02,0,0
All Get Out,No Bouquet,However Long,-11.1143550873,0.024028558284,0.471147477627,0.52885890007,135.773712158,0.0295293591917,0.92878562212,441.272583008,4.3610423,4.381658366666667,0.61307715,0.005579420999999999,0.9767433999999999,0.274747125,0.74328816,0.06486001899999999,0.86104913,0.20051733,0.46618643,214,1.27,54.01,99,7.58,214,10.28,92.99,80.37,65.89,30.37,25.7,14.02,0,11.68,0,0,4.67,11.21,5.61,0,9.81,16.36,7.94,4.67,2.34,24.77,7.48,2.8,0.47,0,0.47,0,16.82,3.27,13.55,2.34,0.93,3.27,0.93,2.34,4.67,0.93,1.4,0,1.4,0.93,0,0.93,0,0,0.47,0,16.82,1.4,0,0,0,0,1.4,11.68,0,0,0,0,0,0,0,0,0.93,0,0.93,0,0,0,1.4,0,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,9.35,12.62,0.47,1.4,6.54,0.47,2.8,0.47,7.48,3.27,11.21,3.27,3.27,3.27,0,0,0,7.01,0,0,0,0,6.54,0.47,0
All Get Out,No Bouquet,Namesake,-12.4963417053,0.0266143735498,0.466818839312,0.50183904171,139.926940918,0.0339932590723,0.997834742069,443.060424805,4.220521933333333,4.231171533333333,0.4761342,0.0041982215,0.98168155,0.0924464525,0.7203563150000001,0.076652849,0.8628177850000001,0.130001185,0.46438703,326,3.69,40.06,99,13.64,163,8.28,93.56,81.6,62.88,23.01,18.4,10.12,1.23,6.75,0,0.31,4.6,11.66,5.83,0,10.43,13.8,8.9,6.44,4.29,26.99,7.06,3.07,1.23,1.23,0,0,21.17,3.68,17.48,5.21,3.37,5.52,3.99,0,2.76,0,1.84,0.61,1.23,1.53,0.61,0.92,0,0,0,0,11.96,1.84,0.31,0,0,0,0.92,9.2,0.31,0,0,0,0,0,0,0,3.37,0,2.76,0.31,0.61,0,3.99,1.23,0,0,0,0,0,0,0.61,0,1.84,0,0,0.31,0.92,0,0,0,7.67,13.19,0,3.68,7.36,0,0.92,2.45,7.36,3.37,7.67,1.53,0,0,0,0,0,12.58,0,1.53,0.31,0,10.74,0,0
All Get Out,No Bouquet,Rose,-14.2730407715,0.0248457510024,0.457747787237,0.548624098301,121.962249756,0.0336088947952,1.05246424675,441.527557373,4.067254466666667,4.100827266666666,0.43083043,0.004499728,0.984162925,0.07244424199999999,0.691000725,0.108879502,0.8317730999999999,0.164832975,0.46695474,266,4.13,99,72.58,30.46,266,7.52,95.86,82.33,61.65,23.68,16.54,1.5,1.13,11.28,0,1.88,7.14,11.65,5.64,0.38,11.65,12.03,9.77,6.77,4.51,23.68,9.02,5.26,4.89,2.26,1.5,1.13,17.29,9.02,8.27,0.75,0.75,1.13,3.01,0.38,3.01,0,9.77,4.14,3.38,4.14,0,1.88,0.75,0,0.75,0,23.68,5.26,1.88,0,0,2.26,1.13,18.8,0,0,0.75,0,0,0,0,0,1.88,0,1.88,0,0,0,1.5,0.38,0.38,0,0,0,0,0,0,0.75,0.38,2.26,0,0,0,0,0.38,0,11.28,11.65,0,2.26,8.65,1.5,0,0.38,6.39,4.14,9.02,3.01,0.75,0.75,0,0,0,13.16,0,4.14,0,0,8.27,0.75,0
All Get Out,No Bouquet,Self Repair,-11.7753658295,0.0281032025814,0.477028846741,0.551022529602,84.998626709,0.0403161682189,1.02782857418,440.508636475,4.286105066666667,4.290708466666667,0.495316655,0.0045834185,0.9685426699999999,0.128833305,0.787437965,0.0632770145,0.9225395949999999,0.145798375,0.46493167,298,1,96.92,68.69,13.1,149,7.05,95.97,89.93,65.77,29.53,20.13,3.69,1.34,14.09,0,1.01,9.4,6.38,2.35,1.01,9.4,23.49,4.03,6.04,9.4,35.91,11.41,3.69,1.34,1.34,0,0,18.12,3.36,14.43,6.04,0.67,1.01,1.68,0,5.37,0,4.7,2.01,2.68,2.01,0.34,1.68,0,0.34,1.01,0,21.48,5.03,0.67,0,0.34,0.34,3.02,17.11,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0,1.01,0.67,0.34,0,0,0,0,0,0,0,0.67,1.68,0,0,0.34,0,1.01,0,13.09,6.71,0.34,2.35,1.34,1.34,0,1.68,3.02,7.72,15.77,0.34,4.03,0.34,3.69,0,0,22.15,0,3.69,0.34,0,17.79,0.34,0
All Get Out,No Bouquet,Survive,-12.6562318802,0.0313808657229,0.47389793396,0.522596716881,140.915634155,0.0361316055059,1.15306782722,441.272583008,4.2029065,4.291402133333333,0.5171476150000001,0.0039982075,0.98763512,0.15284588999999998,0.75058772,0.07918881,0.87722367,0.180826095,0.4705041,318,1,1.14,99,16.64,63.6,10.06,94.97,79.25,63.21,31.13,23.27,17.3,0.94,5.03,0,0,7.86,12.26,2.52,0.94,8.81,18.24,10.06,3.77,4.09,24.53,14.78,5.97,1.57,1.26,0.31,0,18.55,3.77,14.78,1.26,2.52,1.57,5.35,0.63,4.4,0,3.46,1.57,1.89,1.26,0.31,0.94,0,0,0,0,8.81,2.52,0,0,0,0.31,1.57,6.29,0,0,0,0,0,0,0,0,2.2,0.63,0.94,0.63,0,0.31,8.81,0.94,0.63,0,0,0,0,0,4.72,0,0,0.63,0,0.31,0.31,0,0,0,14.15,8.81,0,0.94,5.66,1.26,0.63,0.31,4.4,2.83,15.41,0,0,0,0,0,0,16.35,0,0,1.26,0,14.78,0.31,0
All Get Out,No Bouquet,Trip,-11.9520606995,0.0257680490613,0.477433860302,0.532510340214,135.129241943,0.0294975731522,0.945075273514,442.03793335,4.321067766666666,4.320587333333333,0.575203785,0.010909527,0.967622575,0.17805706500000001,0.77663085,0.058512406,0.8643551300000001,0.17539562,0.4651826,185,2.18,16.25,99,44.53,37,7.03,98.38,85.95,74.05,30.81,22.16,14.59,0,6.49,0,0,8.65,13.51,3.24,0,14.05,15.14,9.19,3.78,1.62,24.86,5.41,3.24,0,0,0,0,25.41,3.24,21.08,3.78,0.54,2.7,5.95,2.7,7.57,0,2.16,1.62,0,1.08,1.08,0,0,0,0,0.54,16.76,3.78,0,0,0,0,2.7,12.97,0,0,0,0.54,0,0,0,0,0.54,0,0,0.54,0,0,2.7,0,0,0,0,0,0,0,0.54,0.54,0,0.54,0,0,0,0,0,0,8.11,17.84,1.08,0.54,15.14,2.16,0,0,2.16,3.78,13.51,1.08,0,0,0,0,0,8.65,0,0,2.16,0,6.49,0,0
All Get Out,No Bouquet,Value,-11.284081459,0.0332787968218,0.472265332937,0.542027711868,139.979324341,0.0402680374682,1.05968999863,440.254241943,4.3432498,4.397292333333334,0.550529415,0.0043947464999999995,0.98576377,0.256861635,0.7427013,0.0899492295,0.8894383,0.20695456,0.4679026,344,10.86,65.75,98.72,11.37,344,13.37,90.12,75,60.17,21.8,14.53,5.52,0.87,6.98,0.29,0.87,7.27,11.63,7.56,0,10.17,10.17,10.17,4.36,4.07,19.77,3.78,3.2,4.65,1.45,2.03,1.16,16.86,2.33,14.53,3.78,1.16,4.07,2.33,0,5.23,0,5.52,2.33,3.2,1.45,0,1.45,0,0,0.87,0,14.83,2.91,0.29,0,0.58,0.29,0.58,11.34,0,0,0,1.16,0.29,0.29,0,0,0.58,0,0.29,0.29,0,0,0.87,0,0,0,0,0,0,0,0.58,0.29,0,1.16,0,0,0,0,0.29,0,6.98,11.92,1.16,1.74,9.01,1.74,0,0.58,9.59,2.03,9.3,0.29,0,0,0,0,0,11.63,0,2.03,0,0,6.98,2.62,0
All Get Out,Nobody Likes A Quitter,ATX,-8.45586585999,0.0195844583213,0.448029667139,0.54912596941,128.255599976,0.0239934176207,0.967427134514,441.017791748,4.316213133333334,4.0479583,0.408530865,0.0060742565,0.9855713749999999,0.20858038499999998,0.69295357,0.1255023595,0.84900322,0.15951758500000002,0.46734056,598,1,1,99,14.71,199.33,4.85,97.49,91.3,71.91,26.25,21.74,14.55,2.17,4.85,0,0.17,4.52,8.36,2.34,0.33,10.7,23.41,4.18,2.01,13.04,41.81,1.84,4.52,3.18,2.34,0.67,0.17,30.1,8.03,22.07,13.21,1.17,5.35,0.84,0.33,1.51,0,1.17,0.33,0.84,0.67,0.33,0.33,0.17,0,0.17,0,9.36,1,0,0,0,0.17,0.33,7.53,0,0.17,0,0,0,0,0,0,1.17,0,1,0,0.17,0,0.5,0.17,0,0,0,0.17,0,0,0,0,0.5,0.17,0,0,0,0,0,0.17,22.91,8.36,0,2.01,7.02,0.17,0,0.84,2.01,2.17,18.56,0.33,0,0,0,0,0,32.61,0,8.7,0.33,0,13.88,9.7,0
All Get Out,Nobody Likes A Quitter,Chasing Skirt,-7.58407020569,0.0323740616441,0.461804717779,0.580670893192,132.052947998,0.0409161411226,1.2738032341,441.017791748,4.4942584,4.393070233333334,0.509889625,0.008223021,0.98180065,0.32721155500000004,0.7164935,0.09209329299999999,0.892854425,0.318957565,0.46946087,296,8.75,3.79,98.42,29.32,296,5.07,97.64,83.45,65.88,24.66,19.93,11.82,0.68,7.43,0,0,4.73,13.51,6.42,0.34,11.82,11.49,5.07,3.38,8.11,25,4.05,5.41,1.01,0.68,0,0.34,24.66,1.69,22.97,2.03,4.39,5.07,3.72,1.69,9.46,0.34,2.7,1.69,1.01,0.68,0.68,0,0,0,0,0,13.85,2.7,0,0,0.34,0,0.34,11.15,0,0,0,2.03,0,0,0,0,0.68,0,0,0.34,0,0.34,2.36,0,0,0,0,0,0,0,0.68,0,3.04,0.34,0,0.34,0,0,0,0,7.77,11.82,0,3.04,7.09,1.01,0,1.01,1.69,5.74,8.78,0,0,0,0,0,0,19.59,0,3.04,0,0,9.8,6.76,0
